textid	text	condition	label
3320	'Jihadi Gran' gets 10 years after joining son in Syria	news	0
3321	Photographer killed in Mexico as journalist death toll nears record	news	0
3322	U.S. lifts Sudan sanctions, wins commitment against arms deals with North Korea	news	0
3323	Some U.S. visitors to Cuba complain of symptoms similar to embassy 'attacks': U.S.	news	0
3324	Fourth ex-governor from Mexico's PRI arrested on corruption charges	news	0
3325	Pentagon says fourth U.S. soldier killed in Niger ambush	news	0
3326	U.S. deaths in Niger highlight Africa military mission creep	news	0
3327	Mexico ex-first lady leaves opposition party for presidency bid	news	0
3328	Brazil studying extradition of Italian ex-leftist guerilla Battisti	news	0
3329	Bodies of Egyptians killed by Islamic State in Libya recovered: report	news	0
3330	U.S. approves possible $15 billion sale of THAAD missiles to Saudi Arabia	news	0
3331	ICAO condemns North Korea, urges regulatory compliance	news	0
3332	Catalan parliament defies Madrid pressure, works on independence declaration	news	0
3333	Catalonia showdown could unleash new euro crisis: EU lawmaker	news	0
3334	Trump, Macron discuss joint counterterrorism operations in Africa's Sahel	news	0
3335	Young German conservatives call for change after election losses	news	0
3336	Iran open to talks over its ballistic missile programme: sources	news	0
3337	Cameroon army helicopters shot separatist protesters: witnesses	news	0
3338	Final tally in New Zealand's inconclusive election to be released	news	0
3339	At least six die during Colombia protest over coca crop removal	news	0
3340	British PM May vows to stay as party plotters attempt to topple her	news	0
3341	Police tear-gas Kenyan vote protesters as crowds gather in cities	news	0
3342	Armed force claims victory in Libyan migrant smuggling hub	news	0
3343	Ageing German 'super-spy' convicted of tax evasion	news	0
3344	Iran says missile program non-negotiable, denies Reuters report: agency	news	0
3345	Syrian army ousts IS from last central Syria pocket: military source	news	0
3346	Saudi Arabia says U.N. report on Yemen 'inaccurate and misleading'	news	0
3347	Venezuela opposition says ballot sheet unfair for Oct. 15 vote	news	0
3348	J&F calls Brazil judge decision to freeze assets 'legally fragile'	news	0
3349	Italy high court upholds four-year sentence on veteran banker Geronzi	news	0
3350	Conditions not ripe for role in Spain-Catalonia talks: Swiss	news	0
3351	Final results in banned Catalan independence vote put 'yes' on 90.18 percent: regional government	news	0
3352	Europe rights watchdog says Turkey's emergency laws go too far	news	0
3353	Murdoch's UK paper arm admits computer hacking, fuelling criticism of Sky takeover	news	0
3354	Munich prosecutors say nearing end of Austrian Eurofighter probe	news	0
3355	EU should take advantage of drop in migrant influx: OECD'S Gurria	news	0
3356	North Korean workers operating in closed, South-invested factory zone	news	0
3357	Between Berlin and Bavaria: Merkel's uneasy allies	news	0
3358	Factbox: German coalition watch: Merkel seeks three-way alliance	news	0
3359	Anti-nuclear campaign group wins 2017 Nobel Peace Prize	news	0
3360	Catalan leader Puigdemont to address Catalan parliament on Tuesday evening	news	0
3361	Japan's Dentsu gets only small fine for overtime breaches despite outcry	news	0
3362	Pope tells web companies: use profits to protect children	news	0
3363	Defense disputes nerve agent used to kill North Korean leader's half-brother	news	0
3364	White House again rejects talks with North Korea on nuclear issue	news	0
3365	Exclusive: Congo poised to see election pushed back to late 2018 - sources	news	0
3366	Syrian army nears Islamic State stronghold al-Mayadin	news	0
3367	EU braces for Brexit talks collapse as May falters	news	0
3368	Hungary prosecutors probe accounts of opposition Jobbik party	news	0
3369	U.S. says 'deeply concerned' about Kenya ahead of election	news	0
3370	Cambodian government files lawsuit to dissolve main opposition party	news	0
3371	Catalan pro-independence parties working on independence declaration: El Mundo	news	0
3372	Hungarian villagers in backlash against holiday for migrants	news	0
3373	Swedish airport explosive suspect released without charge: prosecutor	news	0
3374	Swiss ready to provide platform for dialogue in Catalan row: Swiss TV	news	0
3375	Spain passes law to make it easier for companies to move around country	news	0
3376	Japan's new party vows to scrap over-reliance on fiscal, monetary steps	news	0
3377	Tokyo Governor Koike: No need for big change in monetary policy	news	0
3378	Australians give up 51,000 illegal guns as govt stands by tough laws	news	0
3379	Rwandan president's challenger faces incitement charge in court	news	0
3380	Rainbow raids: Egypt launches its widest anti-gay crackdown yet	news	0
3381	East Congo militia attacks U.N. base, two rebels killed	news	0
3382	Turkey to close Iraq border, air space, will open new gate with Baghdad	news	0
3383	UK PM May postpones trip to China to avoid timetable clash with Trump: Sky	news	0
3384	British PM to attend event in her local electoral district: BBC	news	0
3385	Over $500 million in Thai bank shares transferred on behalf of king: SEC	news	0
3386	Zimbabwe's vice president, possible Mugabe successor, says he was poisoned	news	0
3387	Madrid representative in Catalonia apologizes for police violence during independence vote	news	0
3388	Keeping the competition out: Iran startups thrive despite sanctions	news	0
3389	Former Thai PM Thaksin to be charged with royal insult: attorney general	news	0
3390	Overcrowded Greek refugee camps ill-prepared for winter: UNHCR	news	0
3391	Trump expected to decertify Iran nuclear deal, official says	news	0
3392	Iran nuclear deal should be preserved: Russia	news	0
3393	EU Commission says all sides should stick to Iran deal terms	news	0
3394	Catalan leader Puigdemont to speak in Catalan parliament on Tuesday	news	0
3395	Kremlin says Russian-Saudi military cooperation not aimed at anyone	news	0
3396	Sixteen people killed in Russia after train collides with bus	news	0
3397	EU drugs agency, seeking staff, warns of Brexit budget hit	news	0
3398	Thirteen Chinese fishermen die as boat collides with oil tanker in Japan waters: state media	news	0
3399	Austria's conservatives, Social Democrats to sue each other ahead of vote	news	0
3400	Denmark set to become next European country to ban burqas	news	0
3401	British PM May vows to stay as party plotters attempt to topple her	news	0
3402	ICAN chief's message to Trump and Kim: nuclear weapons are illegal	news	0
3403	Germany lauds anti-nuclear campaign winning Nobel Peace Prize	news	0
3404	ICAN elated at Nobel Peace Prize, pays tribute to atom bomb survivors	news	0
3405	Anti-nuclear campaign ICAN says Nobel Peace Prize a 'great honor'	news	0
3406	Text of Nobel Peace Prize award to anti-nuclear campaign ICAN	news	0
3407	ICAN leader 'delighted' with Nobel Peace Prize: Nobel committee	news	0
3408	U.S. military says 'opting out' of some exercises following Gulf rift	news	0
3409	U.N. braces for more Rohingya to flee, seeks access to Rakhine, Myanmar	news	0
3410	Vatican treasurer to face March court hearing in Australia over historical sex charges	news	0
3411	Amsterdam mayor Van der Laan, who once snubbed Putin, dies of cancer	news	0
3412	UK minister Gove says he hopes May will remain Prime Minister	news	0
3413	Both pro and anti-Brexit lawmakers back ousting PM May: former Conservative chairman	news	0
3414	Indian military helicopter crashes near China border, seven dead	news	0
3415	Hungary PM warns against eroding free movement for EU citizens	news	0
3416	Guatemala prosecutors target ex-president for alleged corruption	news	0
3417	Stirred by same-sex marriage vote, Australia's youth gets serious	news	0
3418	Influential Australian Senator Nick Xenophon resigns	news	0
3419	Spanish court suspends Catalan parliament session, throwing independence call in doubt	news	0
3420	U.S. expulsion of Cuban diplomats includes all business officers	news	0
3421	Russian hackers stole U.S. cyber secrets from NSA: media reports	news	0
3422	Saudi king says consensus with Russia on broadening relations: news agency	news	0
3423	British PM May should call a leadership contest, former party chairman says	news	0
3424	Pakistan's top diplomat pushes back on U.S. claims of militant support	news	0
3425	French, Nigerien forces operating where three U.S. soldiers killed	news	0
3426	Ready to fight again: The homeless Rohingya still backing Myanmar insurgency	news	0
3427	Bangladesh carving out forest land to shelter desperate Rohingya	news	0
3428	Theresa May should stay on as British PM, interior minister says	news	0
3429	U.N. blacklists Saudi-led coalition for killing children in Yemen	news	0
3430	Saudi Arabia says it dismantles Islamic State cell in Riyadh	news	0
3431	Pakistan army says state exploring how to integrate militant-linked groups	news	0
3432	U.S. poised to lift sanctions on Sudan: official	news	0
3433	Hurricane relief efforts delay deployment of U.S. troops to Afghanistan	news	0
3434	Russia, Saudi Arabia cement new friendship with king's visit	news	0
3435	After British PM May's speech fiasco, her party puzzles: Who next?	news	0
3436	Libyan sides call Boris Johnson's bodies remark 'unacceptable'	news	0
3437	Hacking attacks: a pre-election setback for Italy's 5-Star Movement	news	0
3438	Cyprus says it agrees with Spain to postpone southern EU summit	news	0
3439	Spain to make it easier for firms to move base from Catalonia as business alarm deepens	news	0
3440	Russia hunting four people behind huge bomb hoax campaign	news	0
3441	Spanish lender Sabadell to transfer legal base to Alicante - spokeswoman	news	0
3442	Support for Austrian ruling party slips ahead of Oct. 15 vote: poll	news	0
3443	Suicide bombing at southwest Pakistan shrine kills 18	news	0
3444	U.S. condemns arrest of Istanbul consulate worker	news	0
3445	'Trump dossier' on Russia links now part of special counsel's probe: sources	news	0
3446	Syria fighting worst since Aleppo, air strikes deadly: aid agencies	news	0
3447	U.S. officials cite need for caution in addressing Rohingya crisis	news	0
3448	No decision yet on whether to go ahead with Monday's Catalan parliament session: Speaker	news	0
3449	Libyans flee by boat amid 'terrible' violence at home	news	0
3450	Row over Pakistani paramilitary unit fuels political confusion	news	0
3451	Spanish markets gain as investor nerves ease over Catalonia	news	0
3452	Catalan uncertainty paralyzing regional investment, Spain's economy minister says	news	0
3453	Spain PM calls on Catalan leader to drop independence plans to avoid 'greater evils'	news	0
3454	Factbox: Passport to Catalonia - how to achieve independence	news	0
3455	Germany drops mass U.S., UK spying probe on lack of evidence	news	0
3456	Erdogan says Turkey will close Iraq border and air space soon	news	0
3457	Russia-Trump campaign collusion an 'open' issue: U.S. Senate panel chiefs	news	0
3458	Moscow, Riyadh work together to unite Syria's opposition: Saudi minister	news	0
3459	Sudan regrets U.S. putting it on trafficking list before sanctions decision	news	0
3460	Saudi Arabia agrees to buy Russian S-400 air defense system: Arabiya TV	news	0
3461	Two hurt after report of explosion near Glasgow, Scotland	news	0
3462	French troops conducting operations on Niger-Mali border after attack	news	0
3463	Late UK PM Heath had questions to answer over child sex abuse claims -police	news	0
3464	Northern Ireland: Life inside The Fountain	news	0
3465	Islamic State driven out of last stronghold in northern Iraq	news	0
3466	Hamas picks new deputy chief whom Israel blames for helping spark Gaza war	news	0
3467	Catalan standoff touches separatist hearts beyond Spain	news	0
3468	Belgium eyes British, U.S. jets; French offer under legal scrutiny	news	0
3469	Woman's murder prompts mass eviction of Syrians from Lebanese town	news	0
3470	German spy agencies want right to destroy stolen data and 'hack back'	news	0
3471	Venezuela's unrest, food scarcity take psychological toll on children	news	0
3472	Saudi king tells Putin Iraqi territorial integrity must be preserved	news	0
3473	Saudi King Salman demands Iran stop meddling in Middle East: Ifax	news	0
3474	Syrian rebels resist Jordan pressure to hand over border crossing	news	0
3475	France offers to mediate between Baghdad and Kurds	news	0
3476	UK top court seeks clarity on how to handle EU rulings after Brexit	news	0
3477	Critic of Rwandan president to face criminal trial on Friday	news	0
3478	EU executive not assessing impact of Catalan crisis on Spanish economy	news	0
3479	Nerve agent VX found on shirts of women accused of North Korean murder, expert says	news	0
3480	Thai court issues second arrest warrant for fugitive former PM Yingluck	news	0
3481	Turkish security forces kill five Kurdish militants in southwestern Turkey: NTV	news	0
3482	Brazil's congress sets up fund to cover lack of campaign finance	news	0
3483	Ukraine expels another Russian journalist over coverage	news	0
3484	Turkey orders detention of 133 ministry workers in post-coup probe: Anadolu	news	0
3485	Macron's sharp tongue throws French Twitter into a frenzy	news	0
3486	British PM showed guts and grace in conference speech, minister says	news	0
3487	After speech fiasco, UK minister says ruling Conservatives must stay cool	news	0
3488	British PM May is not considering resigning after ruined speech, Sky says	news	0
3489	Danish inventor had murder videos on his computer: prosecutor	news	0
3490	Australia creates photo ID database to help track terror suspects	news	0
3491	Your gilded chariot awaits: Brunei sultan celebrates 50 years in power	news	0
3492	Thousands queue to pay last respects to Thailand's late King Bhumibol	news	0
3493	India struggles to rein in border flows of cattle and Rohingya	news	0
3494	Russia says kills 7 Nusra Front field commanders in Syria air strike	news	0
3495	Talks to form NZ coalition govt start, no decision until after final count	news	0
3496	Saudi king arrives in Moscow: Russian state TV	news	0
3497	Chemical weapons watchdog found sarin used in March Syria attack: sources	news	0
3498	U.S., Nigerien troops killed in ambush on patrol in Niger	news	0
3499	Syrian opposition says Russian jets kill civilians fleeing across Euphrates	news	0
3500	Amnesty International urges halt to Afghan refugee returns	news	0
3501	Three U.S. Army Special Forces soldiers killed in Niger: New York Times	news	0
3502	Maverick state governor takes aim at Mexican presidency	news	0
3503	Brazil's Meirelles has hired media team ahead of 2018 election: sources	news	0
3504	Ecuador president replaces vice president jailed in Odebrecht probe	news	0
3505	Exclusive: European envoys take fight for Iran nuclear deal to U.S. Congress	news	0
3506	Russia throws North Korea lifeline to stymie regime change	news	0
3507	Brazil detains Italian fugitive Battisti leaving country	news	0
3508	Catalonia moves to declare independence from Spain on Monday	news	0
3509	Saudi Arabia arrests 46 for stirring divisions: state media	news	0
3510	Spain says if Catalan leader wants talks he first needs to respect the law	news	0
3511	Austria puts the squeeze on refugees with benefit cuts	news	0
3512	Sudan expects U.S. to lift sanctions, conditions met: state minister	news	0
3513	Spanish PM seeks safety in numbers before playing Catalonia trump card	news	0
3514	Russia says critically injures ex-Qaeda leader in Syria; group denies	news	0
3515	Catalan leader backs mediation to resolve regional crisis	news	0
3516	Khamenei says Iran, Turkey must act against Kurdish secession: TV	news	0
3517	Bangladesh destroys boats ferrying Rohingya from Myanmar	news	0
3518	Syria's militant ex-Qaeda group denies leader injured in Russian strike	news	0
3519	Mexico plans aid for Puerto Rico after Hurricane Maria	news	0
3520	Abandoned by tourists, Bali town counts cost of Indonesia volcano	news	0
3521	London's Angel station reopens after suspect package scare	news	0
3522	London's Angel underground station closed due to security alert	news	0
3523	UK police alerted to suspect package in London's Islington area	news	0
3524	'It's time to talk': EU again urges dialogue in Spain	news	0
3525	Islamic State claims deadly attack on court in Libya's Misrata	news	0
3526	First German immigration law on agenda as Merkel seeks coalition	news	0
3527	Eastern Europe's nationalists feel vindicated by German vote	news	0
3528	EU executive steps up action against Hungary over NGO law	news	0
3529	Putin says military strike against North Korea not sure to succeed	news	0
3530	Trump and Japan's Abe agree to keep pressure on North Korea	news	0
3531	Iran sentences member of nuclear negotiating team to five years in jail: Tasnim	news	0
3532	Trump to receive multiple options on Iran nuclear deal: Tillerson	news	0
3533	Search ends for bodies in Mexico City after earthquake	news	0
3534	U.N. panel calls on North Korea to end torture, child labor	news	0
3535	Tension grips Nigerian city as separatist leader goes missing	news	0
3536	Nigeria anti-graft agency rejects ex-first lady's 'witch-hunt' accusation	news	0
3537	Italian government gets economy bill through Senate despite friction	news	0
3538	Turkish judge finds 42 soldiers guilty of trying to kill Erdogan	news	0
3539	Putin says Trump is listening to Russia's views on North Korea crisis	news	0
3540	Russia's Putin says hasn't decided if he will run in 2018 election	news	0
3541	Jailed Kremlin critic calls on Russians to protest on Putin's birthday	news	0
3542	Prankster, coughing fits mar Theresa May’s speech to activists	news	0
3543	Mohammed Dahlan speaks about Palestinian unity and his back-room role	news	0
3544	EU's Juncker courts eurosceptic easterners with dinner invite	news	0
3545	Venezuela's Maduro thanks Putin for support in difficult times	news	0
3546	Putin tells Maduro: we'll keep cooperating with you on economy	news	0
3547	Russia raps Canada's Magnitsky bill, ready to retaliate	news	0
3548	Ireland moots possible special post-Brexit arrangements for itself, Northern Ireland	news	0
3549	UK employers, already on edge over Labour, worry about May's 'tinkering'	news	0
3550	Strong chances of Brexit no deal, but UK government may collapse: Scottish minister	news	0
3551	Russia says IS attacks in Syria come from location near U.S. forces	news	0
3552	City of Oxford strips Aung San Suu Kyi of human rights award	news	0
3553	Top ANC official says party must act against corrupt members	news	0
3554	Catalan head says already feels like the president of a free country: interview	news	0
3555	Swedish court orders Bombardier employee to be released from custody	news	0
3556	Catalan business lobby says worried by any declaration of independence	news	0
3557	Britain's Boris Johnson jokes about dead bodies in Libya	news	0
3558	Russia investigating IS claim about Russian hostages: RIA	news	0
3559	Aid groups seek $434 million to help up to 1.2 million Rohingya Muslims fleeing Myanmar	news	0
3560	Putin: Russia-U.S. ties may improve through joint fight against terror	news	0
3561	Iran says Tehran, Ankara to confront disintegration of Iraq, Syria: TV	news	0
3562	Turkey to take stronger steps in response to Iraqi Kurdish referendum: Erdogan	news	0
3563	Irish PM prefers May abortion referendum to maximize student vote	news	0
3564	German prosecutors accuse former far-right party leader of perjury	news	0
3565	Saudi king leaves for Moscow, crown prince in charge	news	0
3566	State workers protest in Romania over social security payment shift	news	0
3567	Philippines' Duterte takes aim at graft agency head for query on his wealth	news	0
3568	Putin, on Iraqi Kurdistan, says Moscow handles situation with care	news	0
3569	Mood sours in ethnically split Cyprus over aid convoy spat	news	0
3570	Prankster interrupts British PM May's keynote party speech	news	0
3571	May confident of winning Brexit deal that works for Britain, EU	news	0
3572	Islamic State claims responsibility for attack in Libyan city of Misrata: statement	news	0
3573	Iraqi forces in final assault to take Hawija from Islamic State	news	0
3574	British PM May's voice repeatedly fails in keynote speech	news	0
3575	OSCE watchdog criticizes German social media law as too broad	news	0
3576	Tanzanian president discloses salary, one of lowest among African leaders	news	0
3577	UK PM May: We must fight for the political mainstream	news	0
3578	The Reuters Graphic: The threat from Bali's angry volcano	news	0
3579	East Timor president swears in first minority government	news	0
3580	Rwanda charges critic of president with inciting insurrection	news	0
3581	Exclusive: Cambodian opposition leader calls for sanctions on leadership	news	0
3582	Germany: Rule of law must hold in Spain	news	0
3583	Independence or bust: Catalan leader boxed in by his own angry base	news	0
3584	Pro-independence parties want Catalan parliament to discuss independence on Monday: report	news	0
3585	Trump praises response to Puerto Rico, says crisis straining budget	news	0
3586	Europe will do everything to preserve Iran nuclear deal: EU diplomat	news	0
3587	Scooter fire in western Paris triggers Jordan explosion scare	news	0
3588	Mongolia names biker enthusiast PM, kick-starting IMF rescue package	news	0
3589	U.N. experts on women and children's rights decry Myanmar atrocities	news	0
3590	Spain's King condemns Catalan leaders as thousands take to streets	news	0
3591	Spain's high court calls head of Catalan police to testify	news	0
3592	Bomb blast in southeast Turkey kills four soldiers, wounds four: governor	news	0
3593	Majority of Germans want Merkel's conservatives, FDP, Greens to form govt	news	0
3594	Trump, Japan PM Abe to hold phone talks Wednesday: source	news	0
3595	Rohingya refugees scoff at Myanmar's assurances on going home	news	0
3596	Mattis says will try to work with Pakistan 'one more time'	news	0
3597	Trump says Puerto Rico's debt will have to be wiped out	news	0
3598	White House to request $29 billion for hurricane relief	news	0
3599	Bombardier dispute risks Northern Irish peace, Ireland to tell U.S.	news	0
3600	Death toll in Puerto Rico from Hurricane Maria more than doubles to 34	news	0
3601	Somali man charged in Canada attack was ordered deported from U.S.	news	0
3602	UK Prince Charles's tour of southeast Asia leaves out Myanmar	news	0
3603	U.S. expels 15 Cuban diplomats, fuelling tensions with Havana	news	0
3604	Defense Secretary Mattis suggests sticking with Iran nuclear deal	news	0
3605	White House finalizing $29 billion request for disaster aid: AP	news	0
3606	Saudi Arabia names Nabeel al-Amudi transport minister	news	0
3607	France to lead investigation into A380 engine explosion	news	0
3608	Storms to challenge Puerto Rico, Virgin Islands' credit quality: Moody's	news	0
3609	Puigdemont says Catalonia to declare independence in 'matter of days': BBC	news	0
3610	Greece overcomes forestry setback to develop Athens coastal resort	news	0
3611	Trying to reset agenda, UK's May sets out to tackle social injustice	news	0
3612	Draft U.N. blacklist names Saudi coalition for killing children in Yemen	news	0
3613	Boris Johnson gives PM May advice on Brexit while parading loyalty	news	0
3614	EU parliament mauls UK's Brexit progress, May urged to 'sack Boris'	news	0
3615	Russia threatens retaliation over U.S. 'break-in' at consulate	news	0
3616	France backs tough anti-terrorism bill after wave of attacks	news	0
3617	Trump says Puerto Rico has thrown budget 'out of whack'	news	0
3618	House Speaker Ryan expects more emergency relief for hurricanes: Fox	news	0
3619	Sen. McConnell says expects Puerto Rico funding request by mid-October	news	0
3620	Democratic Senator Schumer to Trump: Stop blaming Puerto Ricans	news	0
3621	Cuba decries U.S. expulsion of 15 diplomats	news	0
3622	U.S. denies breaking into Russian diplomatic apartments in San Francisco	news	0
3623	Dutch defense minister resigns over peacekeepers' deaths in Mali	news	0
3624	Spain's King Felipe says committed to Spanish unity amid Catalan crisis	news	0
3625	Mattis says Iran 'fundamentally' in compliance with nuclear deal	news	0
3626	Turkey should follow West's lead on rights: author Orhan Pamuk	news	0
3627	Poles dressed in black march in defense of women's rights	news	0
3628	Vatican vows to seek truth about diplomat in child pornography case	news	0
3629	UK PM May says Brexit will not mean a hard border with Ireland	news	0
3630	Macron fights 'president of the rich' tag after ending wealth tax	news	0
3631	Law to let Museveni extend rule brought to Ugandan parliament	news	0
3632	Iranian foreign minister urges regional cooperation after returning from Oman, Qatar	news	0
3633	Balkan leaders back Serbia's bid to join European Union	news	0
3634	Iraq steps up retaliation against Kurdish independence vote with dollar ban	news	0
3635	EU's diplomatic back channel in Pyongyang goes cold	news	0
3636	Mattis plays down split between Trump, Tillerson on North Korea	news	0
3637	EU talks going well, but there's too much gloom: UK's foreign minister	news	0
3638	Saudi king heads to Russia, with oil, investment and Syria on agenda	news	0
3639	Trade in focus at hearing for Trump's nominee as ambassador to India	news	0
3640	Joy and relief greet Puerto Rico fuel deliveries after hurricane	news	0
3641	French union rank and file urge their bosses to put pressure on Macron	news	0
3642	Iraqi Kurds face more sanctions after calling elections	news	0
3643	Austria's Social Democrats urge Facebook to unmask people behind smear campaign	news	0
3644	Uzbekistan releases dissident, arrests another	news	0
3645	Palestinian cabinet convenes in Gaza in move to reconcile with Hamas	news	0
3646	Kurdish rebel leader Talabani sought Iraqi unity as president	news	0
3647	U.S. to decide soon on future of Taliban office in Qatar	news	0
3648	Spanish court grants U.S. extradition for Russian hacking suspect	news	0
3649	Tensions, talks, courts: three scenarios for Spain-Catalonia stand-off	news	0
3650	Serbia accuses world of double standards over Catalonia and Kosovo	news	0
3651	Islamic State releases video it says shows two Russians captured in Syria	news	0
3652	Russian military denies report IS captured Russian soldiers in Syria: Ifax	news	0
3653	Refugees' health problems in Greece mostly unmet: medical charity	news	0
3654	Turkey seeks to isolate Syria Idlib jihadists opposing truce	news	0
3655	Five detained over wired explosives found in posh Paris neighborhood	news	0
3656	Indian tycoon Mallya appears in UK court on new money-laundering accusations	news	0
3657	Kurdish leader and ex-Iraqi president Jalal Talabani dies: state TV	news	0
3658	Opposition leader's deputy flees Cambodia, fearing for safety	news	0
3659	Britain is ready to walk away with no deal on Brexit, Davis says	news	0
3660	Grenades thrown at homes of Ugandan MPs opposed to extending president's rule	news	0
3661	U.N. says 78,000 civilians could be trapped in Iraq's Hawija	news	0
3662	Israel sees Assad winning Syria war, urges more U.S. involvement	news	0
3663	Britain to limit acid sales after steep rise in assaults	news	0
3664	Iraq parliament votes to halt transactions with Kurdistan: state TV	news	0
3665	U.S. calls on Russia to release Crimean dissident: State Dept	news	0
3666	Skirting Kurdish issue, France says Iraq's Abadi Paris visit to boost ties	news	0
3667	Pakistani activist targeted by blast vows to maintain effort to rein in Taliban	news	0
3668	New 'walls' now divide Germany, president says	news	0
3669	Young migrants face more dangers after reaching Italy	news	0
3670	Factbox: Main elements in France's counter-terrorism bill	news	0
3671	Sinn Fein eyes Northern Ireland power-sharing deal by end October	news	0
3672	University of Nairobi closed as anger rises over police brutality	news	0
3673	Four killed as militants attack airport security camp in Indian-controlled Kashmir	news	0
3674	In latest twist in Japan election drama, Tokyo's Koike says won't seek seat	news	0
3675	Belgium withdraws residence permit of 'Salafist' Saudi imam	news	0
3676	Japan accepts 3 refugees in first half of 2017, despite record asylum seekers	news	0
3677	Kremlin tells supporters of detained critic Navalny to shun illegal protests	news	0
3678	Report on MH370 finds 'initially similar' route on pilot's flight simulator	news	0
3679	Islamic State claims attack on Damascus police station	news	0
3680	Catalan leader calls for international mediation in Madrid stand-off	news	0
3681	Catalans should be allowed to determine their own future-Scottish govt	news	0
3682	Pakistan's ousted PM Sharif 'back with full force' as party chief	news	0
3683	Philippine police chief says won't stop cops from seeking church sanctuary	news	0
3684	Britain's May says does not set 'red lines' for ministers' behavior	news	0
3685	More than half of eligible Australians have so far voted in same-sex marriage ballot	news	0
3686	Australia to fit warships with anti-missile defense systems	news	0
3687	Top Myanmar official says 'young democracy' facing challenges	news	0
3688	Palestinian prime minister visits Gaza in move to reconcile with Hamas	news	0
3689	U.S. Supreme Court rejects New Zealand-based internet mogul's appeal	news	0
3690	Venezuela's Maduro approval rises to 23 percent after Trump sanctions: poll	news	0
3691	Brazil's largest ever corruption probe nearing its end, judge says	news	0
3692	Ecuador judge orders arrest of vice president in Odebrecht probe	news	0
3693	No-one can wreck our democracy, Schaueble tells Germans	news	0
3694	Civilians among dozens of casualties from clashes in Libyan smuggling hub	news	0
3695	Agencies dither over who leads A380 engine explosion probe	news	0
3696	Egypt arrests dozens in crackdown on gays	news	0
3697	U.S. travel restrictions jeopardize rare exchanges with North Koreans	news	0
3698	Trial of alleged ringleader of Benghazi attack begins in Washington	news	0
3699	Canada defends refugee system as Somali immigrant charged in attack	news	0
3700	At least 17 killed in Cameroon separatist clashes: Amnesty	news	0
3701	State crackdown fuels independence push in Anglophone Cameroon	news	0
3702	As sanctions bite, North Korean workers leave Chinese border hub	news	0
3703	Two women deny murdering North Korean leader's half-brother	news	0
3704	Russian firm provides new internet connection to North Korea	news	0
3705	U.S. will only talk to North Korea about freeing U.S. citizens: White House	news	0
3706	Cambodia's detained opposition leader denies treason charges	news	0
3707	London's East Croydon station to reopen after security check: police	news	0
3708	Spain's Rajoy wants to work with other parties on Catalan question	news	0
3709	Explosion wounds five Bahraini policemen: agency	news	0
3710	Pakistan's ruling party nominates ousted PM Sharif to lead it	news	0
3711	In rare official appearance, Oman's ruler meets Iranian minister	news	0
3712	Kremlin critic Navalny jailed for third time this year	news	0
3713	Post-election, critics hope Germany's hate speech law can be revised	news	0
3714	Iran sends tanks to border with Iraq's Kurdish region, Kurdish official says	news	0
3715	'Just talk': Belgium offers Spain relationship advice	news	0
3716	Uzbek dissident denies anti-government propaganda charges	news	0
3717	Bangladesh, Myanmar agree to draw up plan for refugee repatriation: minister	news	0
3718	Myanmar tells U.N. Rohingya refugees can return from Bangladesh	news	0
3719	U.S. urges EU hopeful Albania to get tough with 'big fish' of crime	news	0
3720	Business as usual for Thai tourism despite royal funeral this month	news	0
3721	Boris and Brexit sour British PM Theresa May's party in Manchester	news	0
3722	Factbox: How Catalan autonomy stacks up against other regions	news	0
3723	Deadly twin suicide attack hits Damascus police station	news	0
3724	Merkel's Bavarian allies insist on conservative unity before coalition talks	news	0
3725	Some German parties reject far-right's candidate for parliamentary post	news	0
3726	Mozambique's President Nyusi to run for re-election, promises peace	news	0
3727	Police fire teargas at Kenyan vote protesters	news	0
3728	EU urges Spain to talk to Catalans, condemns violence	news	0
3729	Iraqi forces seize air base from Islamic state near Hawija	news	0
3730	Capitalism is the only way, UK finance minister says in challenge to Labour	news	0
3731	Islamic State hostages, strongholds stand between U.S.-backed forces and Raqqa's capture	news	0
3732	Police order Berlin district evacuation after WW2 bomb find	news	0
3733	Saudi king to start Russia visit on Thursday: state news agency	news	0
3734	U.S. service member killed in Iraq IED blast: Pentagon	news	0
3735	Hungary's opposition Socialists lose PM candidate ahead of 2018 vote	news	0
3736	France's Macron backs Spain's constitutional unity in call to PM Rajoy	news	0
3737	EU's Tusk appealed to Rajoy to avoid escalation in Catalonia	news	0
3738	Saudi women can drive at last but some say price is silence	news	0
3739	Uzbek dissident released from jail, still faces charges	news	0
3740	Denmark to send 55 soldiers to Kabul after deadly attack on convoy	news	0
3741	Former leader of Germany's far-right planning to found new party	news	0
3742	UK still hopeful of moving EU talks onto future ties: junior minister	news	0
3743	Run or wait? Tokyo's Koike faces dilemma ahead of Oct. 22 poll	news	0
3744	World Food Programme cuts rations for refugees in Kenya	news	0
3745	Sri Lanka arrests Buddhist monk after protest against Rohingya Muslims	news	0
3746	Most Filipinos believe drug war kills poor people only, survey shows	news	0
3747	Islamic State torches oil wells in northern Iraq: officials	news	0
3748	Saudi sovereign fund to develop holy sites in Mecca, Medina	news	0
3749	Police questioned suspect in Marseille knife killings prior to attack	news	0
3750	Hard choices for Syrian industrialists in ruins of Aleppo	news	0
3751	Catalan commission to investigate claims of abuse during banned referendum	news	0
3752	Two-thirds of Germans see persistent east-west divisions: poll	news	0
